,count_1,routine_flg,period,is_deleted,campaign_name_入会費半額,campaign_name_入会費無料,class_name_オールタイム,class_name_デイタイム,gender_F
42,6.0,1.0,18,0.0,0,0,0,1,1
43,6.0,1.0,14,0.0,0,1,0,1,1
44,9.0,1.0,9,0.0,0,0,1,0,1
45,9.0,1.0,9,0.0,0,0,1,0,0
46,6.0,1.0,1,0.0,0,1,0,1,1
47,7.0,1.0,14,0.0,0,0,1,0,0
48,6.0,1.0,2,0.0,0,0,1,0,0
49,10.0,1.0,0,0.0,1,0,0,0,0
50,4.0,1.0,18,0.0,0,0,0,0,0
51,2.0,1.0,18,0.0,1,0,1,0,1
52,5.0,1.0,19,0.0,1,0,1,0,0
53,7.0,1.0,24,0.0,0,0,1,0,0
54,4.0,1.0,8,0.0,0,0,0,1,1
55,4.0,1.0,25,0.0,0,0,1,0,1
56,4.0,1.0,19,0.0,1,0,1,0,0
57,6.0,1.0,16,0.0,0,0,0,0,0
58,4.0,1.0,21,0.0,0,0,1,0,0
59,2.0,1.0,28,0.0,0,0,0,0,0
60,8.0,1.0,42,0.0,0,0,0,0,0
61,11.0,1.0,6,0.0,1,0,0,0,0
62,9.0,1.0,1,0.0,0,1,1,0,0
63,3.0,1.0,14,0.0,0,0,1,0,0
64,5.0,1.0,21,0.0,0,0,0,1,1
65,7.0,1.0,23,0.0,0,0,1,0,0
66,4.0,1.0,37,0.0,0,0,1,0,0
67,4.0,1.0,19,0.0,1,0,0,1,1
68,4.0,1.0,35,0.0,0,0,0,0,0
69,6.0,1.0,35,0.0,0,0,0,1,1
70,7.0,1.0,13,0.0,0,0,0,0,0
71,6.0,1.0,35,0.0,0,0,1,0,0
72,2.0,1.0,18,0.0,0,0,1,0,1
73,8.0,1.0,10,0.0,0,0,0,0,0
74,11.0,1.0,0,0.0,0,0,1,0,1
75,9.0,1.0,4,0.0,0,0,0,0,1
76,3.0,1.0,25,0.0,0,0,0,1,1
77,9.0,1.0,0,0.0,0,0,0,0,1
78,5.0,1.0,13,0.0,1,0,1,0,1
79,7.0,1.0,12,0.0,0,0,0,1,0
80,3.0,1.0,36,0.0,0,0,1,0,0
81,7.0,1.0,19,0.0,0,0,1,0,1
82,3.0,1.0,27,0.0,0,0,1,0,0
83,4.0,1.0,27,0.0,0,0,1,0,1
84,7.0,1.0,34,0.0,0,0,0,0,0
85,3.0,1.0,35,0.0,0,0,1,0,0
86,2.0,1.0,35,0.0,0,0,0,1,1
87,3.0,1.0,23,0.0,0,0,1,0,0
88,9.0,1.0,2,0.0,0,0,0,0,1
89,7.0,1.0,10,0.0,0,0,0,1,1
90,6.0,1.0,19,0.0,0,0,1,0,0
91,10.0,1.0,9,0.0,0,0,0,0,1
92,9.0,1.0,0,0.0,0,0,0,0,0
93,5.0,1.0,25,0.0,0,0,1,0,1
94,8.0,1.0,5,0.0,0,0,0,1,1
95,5.0,1.0,32,0.0,0,0,0,1,1
96,6.0,1.0,35,0.0,0,0,1,0,0
97,2.0,1.0,17,0.0,0,0,0,1,1
98,6.0,1.0,26,0.0,0,0,0,1,1
99,4.0,1.0,34,0.0,0,0,0,0,0
100,9.0,1.0,10,0.0,0,0,1,0,1
101,7.0,1.0,21,0.0,0,0,0,0,0
102,6.0,1.0,17,0.0,1,0,1,0,0
103,10.0,1.0,8,0.0,0,0,0,0,0
104,7.0,1.0,13,0.0,0,0,0,0,0
105,6.0,1.0,13,0.0,0,0,1,0,1
106,7.0,1.0,9,0.0,0,0,1,0,0
107,4.0,1.0,30,0.0,0,0,1,0,1
108,4.0,1.0,22,0.0,0,0,0,0,1
109,5.0,1.0,19,0.0,0,0,1,0,0
110,2.0,1.0,34,0.0,0,0,1,0,0
111,5.0,1.0,39,0.0,0,0,0,0,0
112,9.0,1.0,16,0.0,0,0,1,0,0
113,5.0,1.0,38,0.0,0,0,1,0,0
114,8.0,1.0,11,0.0,0,1,1,0,0
115,7.0,1.0,1,0.0,0,1,0,0,0
116,4.0,1.0,40,0.0,0,0,0,0,1
117,10.0,1.0,9,0.0,0,0,1,0,0
118,5.0,1.0,3,0.0,0,0,1,0,1
119,5.0,1.0,38,0.0,0,0,0,0,0
120,2.0,1.0,14,0.0,1,0,1,0,1
121,8.0,1.0,25,0.0,0,0,0,0,0
122,8.0,1.0,3,0.0,0,1,1,0,0
123,7.0,1.0,27,0.0,0,0,0,1,1
124,5.0,1.0,14,0.0,1,0,0,0,0
125,6.0,1.0,26,0.0,0,0,1,0,1
126,7.0,1.0,22,0.0,0,0,1,0,0
127,2.0,1.0,19,0.0,0,0,1,0,1
128,11.0,1.0,8,0.0,0,0,1,0,0
129,6.0,1.0,36,0.0,0,0,1,0,1
130,9.0,1.0,17,0.0,0,0,1,0,0
131,7.0,1.0,1,0.0,0,0,1,0,1
132,4.0,1.0,34,0.0,0,0,1,0,0
133,5.0,1.0,35,0.0,0,0,1,0,0
134,9.0,1.0,14,0.0,0,1,0,0,0
135,6.0,1.0,18,0.0,0,0,0,1,1
136,3.0,1.0,24,0.0,0,0,0,1,1
137,5.0,1.0,13,0.0,0,0,1,0,1
138,8.0,1.0,6,0.0,0,0,1,0,0
139,4.0,1.0,18,0.0,1,0,1,0,1
140,4.0,1.0,30,0.0,0,0,0,0,1
141,7.0,1.0,0,0.0,0,0,1,0,1
142,3.0,1.0,26,0.0,0,0,1,0,0
143,5.0,1.0,26,0.0,0,0,1,0,0
144,4.0,1.0,11,0.0,1,0,1,0,1
145,9.0,1.0,8,0.0,0,0,0,1,0
146,2.0,1.0,23,0.0,0,0,1,0,1
147,10.0,1.0,13,0.0,1,0,0,1,0
148,8.0,1.0,7,0.0,0,1,1,0,1
149,8.0,1.0,14,0.0,0,0,0,0,0
150,7.0,1.0,23,0.0,0,0,1,0,0
151,6.0,1.0,9,0.0,0,0,0,1,0
152,7.0,1.0,14,0.0,0,0,1,0,1
153,9.0,1.0,9,0.0,0,0,1,0,0
154,5.0,1.0,44,0.0,0,0,1,0,1
155,5.0,1.0,3,0.0,0,0,1,0,0
156,6.0,1.0,23,0.0,0,0,1,0,1
157,6.0,1.0,16,0.0,0,0,1,0,1
158,7.0,1.0,20,0.0,0,0,0,1,1
159,8.0,1.0,17,0.0,0,0,0,1,1
160,4.0,1.0,25,0.0,0,0,1,0,1
161,3.0,1.0,21,0.0,0,0,1,0,0
162,5.0,1.0,39,0.0,0,0,0,1,1
163,7.0,1.0,1,0.0,1,0,0,0,0
164,7.0,1.0,14,0.0,1,0,1,0,0
165,5.0,1.0,28,0.0,1,0,0,0,0
166,6.0,1.0,26,0.0,0,0,0,0,0
167,5.0,1.0,20,0.0,0,0,0,0,0
168,6.0,1.0,29,0.0,0,0,0,0,0
169,6.0,1.0,11,0.0,0,1,0,1,1
170,7.0,1.0,16,0.0,0,0,1,0,0
171,2.0,1.0,42,0.0,0,0,0,1,1
172,3.0,1.0,32,0.0,0,0,1,0,0
173,9.0,1.0,3,0.0,0,0,1,0,0
174,5.0,1.0,22,0.0,0,0,0,0,1
175,2.0,1.0,13,0.0,0,0,1,0,1
176,8.0,1.0,3,0.0,0,0,0,1,1
177,4.0,1.0,21,0.0,0,0,1,0,1
178,6.0,1.0,19,0.0,0,0,0,1,1
179,7.0,1.0,25,0.0,0,0,0,0,0
180,3.0,1.0,39,0.0,0,0,1,0,0
181,8.0,1.0,11,0.0,0,0,0,1,0
182,4.0,1.0,16,0.0,0,0,1,0,1
183,6.0,1.0,39,0.0,0,0,1,0,0
184,9.0,1.0,5,0.0,1,0,0,1,1
185,5.0,1.0,40,0.0,0,0,1,0,0
186,10.0,1.0,8,0.0,0,0,0,1,1
187,6.0,1.0,38,0.0,0,0,0,1,1
188,2.0,1.0,37,0.0,0,0,0,0,1
189,6.0,1.0,7,0.0,1,0,1,0,0
190,5.0,1.0,32,0.0,0,0,1,0,0
191,5.0,1.0,13,0.0,0,0,1,0,1
192,3.0,1.0,18,0.0,0,0,0,0,0
193,9.0,1.0,3,0.0,0,0,0,0,0
194,8.0,1.0,34,0.0,0,0,0,1,1
195,3.0,1.0,32,0.0,1,0,0,0,0
196,2.0,1.0,33,0.0,0,0,1,0,1
197,10.0,1.0,3,0.0,1,0,1,0,1
198,6.0,1.0,25,0.0,0,0,0,1,1
199,3.0,1.0,34,0.0,0,0,0,0,0
200,7.0,1.0,17,0.0,0,0,0,0,1
201,4.0,1.0,36,0.0,0,0,0,1,1
202,4.0,1.0,35,0.0,0,0,1,0,0
203,7.0,1.0,10,0.0,0,1,0,1,0
204,6.0,1.0,44,0.0,0,0,0,1,1
205,3.0,1.0,28,0.0,0,0,0,0,0
206,3.0,1.0,35,0.0,0,0,1,0,0
207,5.0,1.0,31,0.0,0,0,0,0,0
208,1.0,1.0,40,0.0,0,0,1,0,0
209,5.0,1.0,23,0.0,0,0,1,0,1
210,5.0,1.0,41,0.0,0,0,0,1,0
211,2.0,1.0,31,0.0,0,0,0,1,1
212,3.0,1.0,25,0.0,0,0,0,1,1
213,4.0,1.0,31,0.0,0,0,1,0,1
214,6.0,1.0,15,0.0,0,0,1,0,1
216,4.0,1.0,14,0.0,0,0,0,1,1
217,4.0,1.0,43,0.0,0,0,1,0,0
218,4.0,1.0,13,0.0,0,1,0,1,0
219,9.0,1.0,3,0.0,0,0,0,1,1
220,8.0,1.0,5,0.0,0,0,1,0,0
221,7.0,1.0,21,0.0,0,0,0,1,1
222,4.0,1.0,38,0.0,0,0,1,0,0
223,6.0,1.0,0,0.0,0,0,1,0,1
224,3.0,1.0,20,0.0,0,0,0,0,1
225,9.0,1.0,0,0.0,0,1,1,0,0
226,4.0,1.0,21,0.0,0,0,0,0,0
227,9.0,1.0,5,0.0,0,0,1,0,1
228,9.0,1.0,2,0.0,0,0,0,0,1
229,4.0,1.0,39,0.0,0,0,0,1,1
230,5.0,1.0,43,0.0,0,0,1,0,0
231,9.0,1.0,15,0.0,0,0,1,0,0
232,4.0,1.0,44,0.0,0,0,1,0,1
233,5.0,1.0,29,0.0,0,0,1,0,0
234,6.0,1.0,13,0.0,1,0,1,0,1
235,5.0,1.0,24,0.0,0,0,1,0,1
236,3.0,1.0,26,0.0,0,0,1,0,0
237,4.0,1.0,24,0.0,0,0,0,0,0
238,7.0,1.0,37,0.0,0,0,0,0,0
239,5.0,1.0,2,0.0,0,1,1,0,1
240,8.0,1.0,0,0.0,0,1,0,0,0
241,7.0,1.0,41,0.0,0,0,1,0,1
242,9.0,1.0,9,0.0,0,0,1,0,1
243,5.0,1.0,20,0.0,1,0,0,0,0
244,3.0,1.0,34,0.0,0,0,0,0,0
245,5.0,1.0,35,0.0,0,0,0,1,1
246,9.0,1.0,7,0.0,0,1,1,0,1
247,9.0,1.0,2,0.0,0,1,1,0,1
248,6.0,1.0,29,0.0,0,0,1,0,1
249,5.0,1.0,17,0.0,0,0,0,0,0
250,4.0,1.0,28,0.0,0,0,0,1,1
251,5.0,1.0,33,0.0,0,0,1,0,0
252,8.0,1.0,8,0.0,0,0,0,0,1
253,4.0,1.0,17,0.0,0,0,0,1,1
255,5.0,1.0,28,0.0,0,0,0,0,1
256,6.0,1.0,14,0.0,1,0,0,1,1
257,6.0,1.0,14,0.0,0,0,0,1,1
258,4.0,1.0,46,0.0,0,0,0,1,1
259,7.0,1.0,3,0.0,1,0,0,1,1
260,9.0,1.0,7,0.0,0,0,1,0,1
261,7.0,1.0,24,0.0,0,0,1,0,0
262,4.0,1.0,22,0.0,0,0,0,0,0
263,6.0,1.0,18,0.0,1,0,1,0,0
264,7.0,1.0,3,0.0,1,0,1,0,1
265,6.0,1.0,10,0.0,1,0,1,0,1
266,8.0,1.0,13,0.0,0,0,1,0,0
267,6.0,1.0,24,0.0,1,0,1,0,0
268,7.0,1.0,18,0.0,0,0,0,1,0
269,10.0,1.0,23,0.0,0,0,0,0,0
270,6.0,1.0,45,0.0,0,0,1,0,0
271,6.0,1.0,25,0.0,0,0,1,0,0
272,9.0,1.0,10,0.0,0,0,1,0,0
273,7.0,1.0,2,0.0,0,0,0,1,1
274,4.0,1.0,36,0.0,0,0,1,0,0
275,5.0,1.0,15,0.0,0,0,0,1,1
276,7.0,1.0,24,0.0,0,0,0,0,0
278,4.0,1.0,35,0.0,0,0,1,0,0
279,9.0,1.0,0,0.0,0,1,1,0,0
280,7.0,1.0,25,0.0,1,0,1,0,1
281,7.0,1.0,10,0.0,0,0,0,0,0
282,8.0,1.0,28,0.0,0,0,0,1,1
283,3.0,1.0,33,0.0,0,0,0,1,0
284,6.0,1.0,37,0.0,0,0,1,0,0
285,6.0,1.0,18,0.0,0,0,0,1,1
286,4.0,1.0,35,0.0,0,0,1,0,1
287,7.0,1.0,26,0.0,0,0,0,1,1
288,4.0,1.0,33,0.0,0,0,1,0,1
289,9.0,1.0,2,0.0,1,0,0,1,1
291,4.0,1.0,13,0.0,0,0,1,0,0
292,5.0,1.0,10,0.0,0,0,1,0,0
293,6.0,1.0,36,0.0,0,0,1,0,1
295,6.0,1.0,21,0.0,0,0,0,0,0
296,3.0,1.0,37,0.0,0,0,1,0,0
297,8.0,1.0,7,0.0,0,0,0,1,1
298,4.0,1.0,22,0.0,0,0,0,1,1
299,3.0,1.0,30,0.0,1,0,0,0,1
300,4.0,1.0,16,0.0,0,0,0,1,1
301,2.0,1.0,39,0.0,0,0,0,0,1
302,7.0,1.0,37,0.0,0,0,0,1,1
303,4.0,1.0,38,0.0,0,0,0,1,1
304,6.0,1.0,16,0.0,1,0,1,0,1
305,6.0,1.0,12,0.0,1,0,1,0,0
306,5.0,1.0,17,0.0,0,0,1,0,0
307,6.0,1.0,37,0.0,0,0,0,1,0
308,8.0,1.0,15,0.0,0,0,1,0,1
309,6.0,1.0,11,0.0,0,0,0,1,1
310,8.0,1.0,13,0.0,1,0,1,0,0
311,4.0,1.0,34,0.0,0,0,1,0,0
312,4.0,1.0,31,0.0,0,0,1,0,0
313,9.0,1.0,8,0.0,0,0,0,1,1
314,3.0,1.0,24,0.0,0,0,0,1,1
315,4.0,1.0,29,0.0,1,0,1,0,1
316,2.0,1.0,39,0.0,0,0,1,0,0
317,8.0,1.0,29,0.0,0,0,0,0,1
318,6.0,1.0,27,0.0,1,0,0,0,0
319,10.0,1.0,4,0.0,0,0,1,0,1
320,9.0,1.0,3,0.0,0,0,1,0,0
321,4.0,1.0,23,0.0,0,0,0,1,0
322,10.0,1.0,7,0.0,0,1,0,1,1
323,9.0,1.0,9,0.0,0,0,1,0,1
324,6.0,1.0,32,0.0,1,0,1,0,1
325,5.0,1.0,23,0.0,0,0,0,0,0
326,7.0,1.0,33,0.0,0,0,0,1,0
327,5.0,1.0,27,0.0,1,0,0,0,0
328,5.0,1.0,18,0.0,0,0,1,0,0
329,2.0,1.0,27,0.0,0,0,1,0,1
330,8.0,1.0,29,0.0,0,0,0,1,0
331,7.0,1.0,22,0.0,0,0,0,0,0
332,5.0,1.0,15,0.0,0,0,0,1,1
333,4.0,1.0,35,0.0,0,0,0,1,0
334,7.0,1.0,24,0.0,0,0,1,0,0
335,6.0,1.0,23,0.0,0,0,0,1,1
336,4.0,1.0,42,0.0,0,0,0,0,0
337,9.0,1.0,2,0.0,0,1,1,0,0
338,5.0,1.0,34,0.0,0,0,1,0,0
339,6.0,1.0,13,0.0,0,0,1,0,1
340,4.0,1.0,40,0.0,0,0,0,1,1
341,4.0,1.0,24,0.0,0,0,1,0,1
342,5.0,1.0,29,0.0,1,0,0,1,1
343,3.0,1.0,28,0.0,0,0,0,1,1
344,7.0,1.0,14,0.0,0,0,0,0,0
345,4.0,1.0,42,0.0,0,0,0,0,1
346,5.0,1.0,20,0.0,0,0,1,0,1
347,6.0,1.0,17,0.0,1,0,1,0,1
348,1.0,1.0,29,0.0,0,0,0,1,0
349,6.0,1.0,29,0.0,0,0,0,0,0
350,3.0,1.0,38,0.0,0,0,1,0,1
351,6.0,1.0,21,0.0,0,0,0,1,1
352,3.0,1.0,17,0.0,0,0,1,0,1
353,4.0,1.0,39,0.0,0,0,1,0,1
354,7.0,1.0,31,0.0,0,0,0,1,1
355,4.0,1.0,29,0.0,0,0,0,1,1
356,9.0,1.0,3,0.0,0,0,0,1,1
357,6.0,1.0,6,0.0,0,1,0,1,1
358,7.0,1.0,43,0.0,0,0,0,1,1
359,5.0,1.0,6,0.0,0,0,1,0,0
360,5.0,1.0,30,0.0,0,0,1,0,0
361,8.0,1.0,8,0.0,0,1,1,0,0
362,3.0,1.0,14,0.0,1,0,0,1,1
363,3.0,1.0,22,0.0,0,0,1,0,0
365,5.0,1.0,22,0.0,0,0,0,1,1
366,8.0,1.0,26,0.0,0,0,0,0,1
367,3.0,1.0,27,0.0,0,0,1,0,1
368,5.0,1.0,3,0.0,0,1,0,1,1
369,3.0,1.0,37,0.0,0,0,1,0,0
370,3.0,1.0,16,0.0,1,0,1,0,0
371,8.0,1.0,2,0.0,0,1,1,0,0
372,4.0,1.0,18,0.0,0,0,1,0,1
373,5.0,1.0,30,0.0,0,0,0,0,0
374,6.0,1.0,19,0.0,0,0,1,0,0
375,7.0,1.0,14,0.0,0,0,0,1,1
376,6.0,1.0,19,0.0,0,0,0,1,1
377,1.0,1.0,36,0.0,0,0,0,1,1
378,5.0,1.0,38,0.0,0,0,1,0,1
379,3.0,1.0,26,0.0,0,0,1,0,1
380,5.0,1.0,35,0.0,0,0,1,0,1
381,5.0,1.0,22,0.0,0,0,1,0,0
382,8.0,1.0,17,0.0,0,0,0,0,0
383,5.0,1.0,16,0.0,1,0,1,0,0
384,6.0,1.0,17,0.0,0,0,1,0,0
385,3.0,1.0,25,0.0,0,0,1,0,1
387,8.0,1.0,33,0.0,0,0,0,0,0
388,9.0,1.0,9,0.0,1,0,0,0,0
389,4.0,1.0,32,0.0,1,0,1,0,1
390,4.0,1.0,37,0.0,0,0,1,0,1
391,3.0,1.0,30,0.0,0,0,1,0,0
392,2.0,1.0,36,0.0,0,0,0,0,1
393,3.0,1.0,43,0.0,0,0,0,0,1
394,8.0,1.0,24,0.0,0,0,0,0,1
395,6.0,1.0,35,0.0,0,0,1,0,0
396,3.0,1.0,18,0.0,0,0,1,0,1
397,4.0,1.0,11,0.0,0,0,0,1,1
398,5.0,1.0,30,0.0,0,0,1,0,1
399,6.0,1.0,1,0.0,0,0,0,0,1
400,3.0,1.0,19,0.0,0,0,0,0,0
401,9.0,1.0,7,0.0,0,0,0,1,1
402,4.0,1.0,19,0.0,0,0,1,0,0
403,6.0,1.0,17,0.0,0,0,1,0,1
404,3.0,1.0,37,0.0,0,0,0,1,1
405,10.0,1.0,6,0.0,0,1,0,0,0
406,5.0,1.0,27,0.0,0,0,1,0,1
407,7.0,1.0,31,0.0,0,0,1,0,1
408,8.0,1.0,4,0.0,0,0,1,0,0
409,7.0,1.0,31,0.0,0,0,0,0,0
410,6.0,1.0,33,0.0,0,0,1,0,1
411,3.0,1.0,37,0.0,0,0,0,1,1
413,12.0,1.0,0,0.0,0,0,1,0,0
414,5.0,1.0,40,0.0,0,0,0,0,0
415,3.0,1.0,37,0.0,0,0,0,0,0
416,5.0,1.0,35,0.0,0,0,1,0,0
417,8.0,1.0,42,0.0,0,0,0,1,1
418,7.0,1.0,9,0.0,0,1,1,0,1
419,5.0,1.0,23,0.0,0,0,0,1,0
420,9.0,1.0,5,0.0,0,0,1,0,0
421,6.0,1.0,22,0.0,0,0,0,0,0
422,8.0,1.0,6,0.0,0,1,0,1,1
423,2.0,1.0,36,0.0,0,0,0,1,0
424,6.0,1.0,11,0.0,0,1,0,0,0
425,6.0,1.0,11,0.0,0,0,0,1,1
426,7.0,1.0,2,0.0,0,0,1,0,1
427,8.0,1.0,20,0.0,0,0,0,0,0
428,2.0,1.0,26,0.0,0,0,0,0,0
429,5.0,1.0,24,0.0,0,0,1,0,0
430,1.0,1.0,44,0.0,0,0,0,1,1
431,7.0,1.0,13,0.0,0,0,0,1,1
432,6.0,1.0,25,0.0,0,0,0,0,0
433,8.0,1.0,3,0.0,0,0,0,0,1
434,2.0,1.0,25,0.0,0,0,1,0,0
435,6.0,1.0,9,0.0,0,1,1,0,0
436,4.0,1.0,17,0.0,1,0,1,0,1
437,10.0,1.0,0,0.0,0,0,1,0,1
438,6.0,1.0,4,0.0,0,0,0,0,0
439,4.0,1.0,37,0.0,0,0,0,1,1
440,6.0,1.0,23,0.0,0,0,1,0,0
441,5.0,1.0,29,0.0,0,0,0,1,1
442,4.0,1.0,29,0.0,1,0,0,1,1
443,4.0,1.0,29,0.0,0,0,0,1,1
444,4.0,1.0,20,0.0,0,0,0,0,1
445,9.0,1.0,4,0.0,1,0,1,0,0
446,7.0,1.0,24,0.0,0,0,1,0,0
447,8.0,1.0,6,0.0,0,0,1,0,0
448,5.0,1.0,33,0.0,0,0,0,1,1
449,5.0,1.0,6,0.0,1,0,0,0,0
450,7.0,1.0,37,0.0,0,0,0,1,0
451,6.0,1.0,0,0.0,0,0,0,1,1
452,5.0,1.0,26,0.0,0,0,1,0,1
453,5.0,1.0,44,0.0,0,0,1,0,0
454,8.0,1.0,20,0.0,0,0,1,0,1
455,6.0,1.0,6,0.0,0,1,0,0,0
456,6.0,1.0,26,0.0,0,0,1,0,0
457,4.0,1.0,39,0.0,0,0,0,0,0
458,9.0,1.0,2,0.0,0,0,1,0,1
459,5.0,1.0,24,0.0,0,0,0,1,0
460,7.0,1.0,10,0.0,0,0,1,0,1
461,3.0,1.0,30,0.0,0,0,1,0,0
462,6.0,1.0,3,0.0,0,0,0,1,1
463,5.0,1.0,14,0.0,0,0,0,0,0
464,10.0,1.0,0,0.0,0,1,0,0,1
465,4.0,1.0,24,0.0,1,0,1,0,1
466,10.0,1.0,1,0.0,0,0,0,0,0
467,6.0,1.0,25,0.0,0,0,0,0,0
468,4.0,1.0,22,0.0,0,0,1,0,0
469,5.0,1.0,35,0.0,0,0,1,0,0
470,7.0,1.0,25,0.0,0,0,0,0,0
471,8.0,1.0,2,0.0,0,0,1,0,0
472,7.0,1.0,36,0.0,0,0,1,0,1
473,6.0,1.0,10,0.0,0,0,1,0,0
474,1.0,1.0,39,0.0,0,0,1,0,0
475,7.0,1.0,40,0.0,0,0,0,1,1
476,9.0,1.0,24,0.0,1,0,1,0,0
477,6.0,1.0,30,0.0,0,0,0,1,1
478,7.0,1.0,42,0.0,0,0,1,0,1
479,11.0,1.0,5,0.0,0,0,1,0,0
480,6.0,1.0,24,0.0,0,0,0,1,0
481,6.0,1.0,13,0.0,0,0,1,0,0
482,9.0,1.0,0,0.0,0,1,0,0,0
483,2.0,1.0,35,0.0,0,0,0,0,0
484,2.0,1.0,30,0.0,0,0,1,0,1
485,5.0,1.0,16,0.0,1,0,0,0,1
486,7.0,1.0,19,0.0,0,0,1,0,0
487,1.0,1.0,30,0.0,1,0,0,0,0
489,6.0,1.0,8,0.0,0,0,0,0,0
490,3.0,1.0,25,0.0,0,0,0,1,1
491,8.0,1.0,33,0.0,0,0,1,0,1
492,6.0,1.0,17,0.0,0,0,0,1,1
493,7.0,1.0,7,0.0,0,0,1,0,0
494,5.0,1.0,37,0.0,0,0,0,0,0
495,3.0,1.0,16,0.0,0,0,1,0,1
496,4.0,1.0,39,0.0,0,0,0,1,1
497,2.0,1.0,32,0.0,0,0,1,0,0
498,6.0,1.0,22,0.0,0,0,0,0,0
499,6.0,1.0,28,0.0,0,0,1,0,0
500,5.0,1.0,2,0.0,0,1,1,0,0
501,6.0,1.0,36,0.0,0,0,0,0,0
502,5.0,1.0,11,0.0,0,0,0,1,1
503,7.0,1.0,3,0.0,0,1,1,0,0
504,6.0,1.0,45,0.0,0,0,1,0,0
505,5.0,1.0,18,0.0,0,0,1,0,1
506,5.0,1.0,22,0.0,0,0,0,0,0
507,7.0,1.0,12,0.0,0,1,0,1,1
508,5.0,1.0,44,0.0,0,0,1,0,0
509,5.0,1.0,37,0.0,0,0,0,1,0
510,6.0,1.0,17,0.0,0,0,0,1,1
511,6.0,1.0,5,0.0,0,1,0,1,1
512,8.0,1.0,7,0.0,0,0,0,1,0
513,4.0,1.0,29,0.0,0,0,1,0,1
514,5.0,1.0,10,0.0,0,0,1,0,0
515,7.0,1.0,3,0.0,0,0,0,1,1
516,7.0,1.0,43,0.0,0,0,1,0,1
517,5.0,1.0,10,0.0,0,0,0,0,0
518,6.0,1.0,18,0.0,0,0,1,0,0
519,8.0,1.0,10,0.0,0,0,0,0,1
520,8.0,1.0,12,0.0,0,0,1,0,0
521,5.0,1.0,20,0.0,0,0,1,0,0
522,5.0,1.0,19,0.0,0,0,0,1,1
523,8.0,1.0,6,0.0,0,0,1,0,1
524,12.0,1.0,2,0.0,0,0,1,0,0
525,8.0,1.0,38,0.0,0,0,0,1,1
526,5.0,1.0,42,0.0,0,0,0,1,1
527,5.0,1.0,20,0.0,0,0,1,0,0
528,6.0,1.0,38,0.0,0,0,0,1,1
529,6.0,1.0,28,0.0,0,0,1,0,0
530,5.0,1.0,19,0.0,1,0,1,0,0
531,5.0,1.0,20,0.0,0,0,0,1,1
532,6.0,1.0,15,0.0,1,0,0,1,0
533,5.0,1.0,22,0.0,0,0,1,0,0
534,9.0,1.0,5,0.0,0,0,0,1,1
535,5.0,1.0,22,0.0,0,0,1,0,0
536,7.0,1.0,12,0.0,0,0,0,1,1
537,9.0,1.0,2,0.0,1,0,0,1,1
538,7.0,1.0,44,0.0,0,0,1,0,1
539,6.0,1.0,22,0.0,0,0,0,1,1
540,3.0,1.0,34,0.0,0,0,0,1,1
541,4.0,1.0,23,0.0,0,0,1,0,1
